OrderID,OrderDate,ProductID,CustomerID,RegionID,ChannelID,Quantity,UnitPrice,UnitCost,DiscountAmount,NetRevenue,TotalCost,Profit
871,2023-02-11,1,19,4,2,4,40.74,24.27,27.6,135.35,97.08,38.27
872,2023-06-03,21,44,2,2,9,56.79,41.89,50.56,460.56,377.05,83.51
873,2023-12-23,33,22,1,1,4,20.91,16.57,4.97,78.66,66.27,12.4
874,2024-12-30,5,97,1,2,2,399.44,240.77,1.31,797.56,481.55,316.02
875,2024-03-24,42,32,2,3,4,69.12,41.77,11.13,265.36,167.06,98.3
876,2023-07-21,28,57,1,3,10,338.38,241.08,579.2,2804.59,2410.77,393.81
877,2024-05-25,26,85,5,3,9,283.87,144.4,6.34,2548.48,1299.59,1248.89
878,2022-12-22,16,95,5,3,10,488.2,290.93,160.61,4721.4,2909.34,1812.07
879,2023-08-29,49,22,3,1,7,26.52,17.14,10.25,175.36,120.01,55.35
880,2022-05-30,9,89,4,3,7,461.95,340.22,227.43,3006.24,2381.54,624.69
881,2022-02-19,30,54,2,1,1,422.49,313.12,84.14,338.34,313.12,25.23
882,2022-10-24,7,93,3,2,3,312.37,212.28,128.58,808.54,636.85,171.69
883,2022-02-10,46,76,4,1,3,82.09,62.95,3.04,243.23,188.85,54.38
884,2023-06-02,19,80,3,3,7,42.11,30.27,46.05,248.75,211.92,36.83
885,2024-09-27,36,58,5,3,10,447.95,327.47,567.94,3911.54,3274.66,636.88
886,2024-06-01,4,5,3,2,10,345.07,223.17,578.01,2872.72,2231.74,640.98
887,2024-02-19,15,71,1,1,6,447.66,270.67,491.14,2194.8,1624.03,570.77
888,2023-08-15,24,67,4,1,8,399.86,285.87,562.04,2636.87,2286.95,349.93
889,2024-04-11,14,97,2,2,8,393.93,227.0,219.32,2932.1,1815.98,1116.12
890,2024-02-28,14,93,2,1,5,267.02,173.96,183.86,1151.21,869.78,281.43
891,2024-04-08,16,77,5,2,2,159.58,117.89,3.88,315.29,235.78,79.51
892,2024-12-21,45,8,4,2,5,296.96,156.78,254.89,1229.91,783.9,446.01
893,2022-10-01,50,26,5,3,6,29.15,21.03,6.69,168.2,126.16,42.04
894,2023-06-07,39,34,1,1,7,186.65,118.53,215.7,1090.85,829.69,261.16
895,2022-04-22,13,96,3,2,2,94.32,58.57,30.54,158.1,117.15,40.95
896,2024-05-09,13,36,5,1,3,72.36,38.78,15.89,201.19,116.34,84.85
897,2023-11-18,16,27,4,1,2,33.27,23.41,7.61,58.93,46.81,12.11
898,2024-04-06,10,29,4,2,3,149.95,106.61,89.15,360.7,319.82,40.88
899,2024-09-26,30,56,3,2,5,436.52,296.31,107.71,2074.88,1481.54,593.34
900,2023-09-14,6,82,1,2,3,106.22,59.51,30.65,288.02,178.54,109.48
901,2022-11-05,37,6,4,2,2,351.76,207.74,1.19,702.34,415.48,286.86
902,2024-09-12,50,55,5,3,3,349.19,195.76,170.27,877.3,587.27,290.03
903,2024-07-21,44,6,4,3,8,367.27,265.63,484.43,2453.7,2125.02,328.68
904,2024-09-08,43,92,2,2,5,420.35,231.37,333.49,1768.27,1156.86,611.41
905,2023-05-31,29,85,4,3,9,456.52,350.85,147.02,3961.64,3157.61,804.03
906,2023-02-25,15,15,3,1,8,442.62,338.89,695.27,2845.71,2711.13,134.58
907,2023-10-16,23,76,2,2,1,158.14,125.74,2.81,155.33,125.74,29.59
908,2022-02-26,18,43,2,1,4,48.89,27.19,6.8,188.74,108.77,79.97
909,2022-10-25,26,5,1,2,1,161.06,112.62,8.48,152.58,112.62,39.96
910,2022-11-13,37,98,2,2,7,82.17,54.8,17.65,557.55,383.61,173.94
911,2023-05-10,32,92,3,3,5,142.82,111.68,138.5,575.59,558.41,17.19
912,2022-09-02,5,97,1,1,8,437.97,313.19,273.93,3229.85,2505.51,724.34
913,2024-05-14,19,22,2,3,9,25.91,20.43,19.34,213.83,183.91,29.92
914,2024-06-28,30,15,5,2,6,317.98,171.69,264.49,1643.41,1030.12,613.29
915,2023-03-20,25,8,2,1,5,70.94,50.96,51.99,302.7,254.81,47.89
916,2024-05-03,4,1,3,1,7,416.26,314.25,291.29,2622.54,2199.73,422.81
917,2022-10-04,11,14,5,1,8,238.47,119.68,43.94,1863.82,957.41,906.41
918,2023-07-26,43,93,3,2,1,115.09,66.77,1.9,113.19,66.77,46.42
919,2024-12-24,36,2,4,2,5,467.93,324.17,340.6,1999.03,1620.85,378.19
920,2024-01-17,22,18,5,2,3,124.9,87.84,3.73,370.97,263.51,107.46
921,2024-08-06,42,84,1,3,5,71.66,50.3,25.39,332.94,251.5,81.44
922,2023-03-16,17,82,3,2,9,413.95,312.77,497.04,3228.52,2814.9,413.62
923,2024-12-08,3,20,4,1,3,92.87,57.34,20.89,257.72,172.01,85.71
924,2023-06-22,17,28,3,3,10,412.7,243.49,57.69,4069.27,2434.94,1634.33
925,2022-08-19,43,86,1,1,4,127.3,95.17,88.35,420.83,380.67,40.16
926,2022-01-28,16,51,3,2,8,396.02,273.18,225.06,2943.11,2185.4,757.71
927,2023-02-25,26,85,4,1,5,162.89,101.99,150.87,663.57,509.97,153.59
928,2023-11-15,26,83,2,1,4,455.79,244.08,138.53,1684.65,976.32,708.34
929,2022-12-01,2,45,3,1,3,428.4,217.89,192.9,1092.29,653.66,438.63
930,2023-03-18,42,15,1,3,9,54.95,32.72,6.09,488.47,294.52,193.94
931,2022-11-04,33,54,3,2,1,201.56,105.39,5.58,195.98,105.39,90.59
932,2022-06-01,50,27,1,2,4,412.0,263.94,128.6,1519.42,1055.76,463.66
933,2023-03-02,5,85,1,1,7,418.02,273.55,170.34,2755.83,1914.86,840.97
934,2024-01-27,32,56,5,1,8,110.91,61.37,15.14,872.18,490.99,381.19
935,2023-02-21,10,43,1,2,1,404.03,239.87,80.45,323.58,239.87,83.71
936,2023-04-19,6,71,5,3,1,286.02,205.87,24.53,261.49,205.87,55.62
937,2022-05-28,1,85,3,1,10,369.7,231.13,376.66,3320.33,2311.34,1008.99
938,2024-04-22,15,33,2,3,3,288.88,193.87,163.42,703.23,581.6,121.62
939,2022-01-28,23,90,5,1,4,437.11,281.0,136.9,1611.56,1124.01,487.54
940,2023-12-06,49,61,1,2,8,324.7,238.44,484.42,2113.16,1907.56,205.6
941,2024-04-10,27,51,2,1,5,159.98,90.64,5.05,794.88,453.2,341.67
942,2023-03-10,17,20,2,1,3,420.19,305.3,57.61,1202.96,915.89,287.06
943,2023-11-18,42,10,4,1,5,101.25,53.12,75.68,430.57,265.6,164.97
944,2024-08-28,37,65,2,1,5,131.39,71.16,61.33,595.61,355.79,239.82
945,2023-04-28,31,24,2,1,2,447.45,308.69,16.58,878.32,617.37,260.95
946,2023-05-10,43,8,3,3,8,168.0,131.65,233.61,1110.42,1053.21,57.21
947,2023-10-16,10,62,5,2,9,217.55,144.67,33.81,1924.14,1302.06,622.09
948,2022-10-23,12,8,5,3,2,433.42,327.55,54.28,812.57,655.1,157.47
949,2024-01-17,35,30,3,2,8,175.83,137.02,12.64,1393.99,1096.12,297.87
950,2023-04-17,29,96,3,2,9,55.3,41.34,63.48,434.2,372.07,62.13
951,2023-07-14,17,62,3,2,4,351.18,224.56,24.55,1380.16,898.23,481.93
952,2022-04-29,38,40,5,2,4,285.39,157.61,182.62,958.94,630.46,328.48
953,2023-10-16,42,1,2,1,7,449.44,242.7,485.82,2660.23,1698.93,961.3
954,2022-06-09,14,44,4,3,4,43.51,33.9,30.6,143.44,135.61,7.84
955,2022-07-06,43,82,2,3,10,354.7,283.61,136.45,3410.51,2836.14,574.36
956,2022-06-05,28,25,3,2,10,460.63,310.92,184.64,4421.66,3109.2,1312.45
957,2024-10-28,26,97,1,1,9,143.81,100.4,62.26,1232.05,903.61,328.44
958,2022-12-18,39,6,4,3,3,481.63,268.02,115.26,1329.64,804.07,525.57
959,2022-12-21,4,66,5,1,5,455.43,279.94,250.88,2026.28,1399.72,626.56
960,2024-01-09,36,63,4,1,2,263.1,152.08,8.5,517.7,304.17,213.53
961,2023-07-29,11,87,2,3,8,413.97,286.15,540.86,2770.87,2289.18,481.69
962,2023-06-21,6,57,5,3,8,217.18,161.99,125.64,1611.77,1295.91,315.86
963,2024-07-29,38,82,5,1,10,96.53,63.68,179.45,785.85,636.79,149.05
964,2024-06-25,19,11,5,3,4,24.44,14.03,4.69,93.06,56.11,36.95
965,2024-11-10,1,40,4,3,10,296.87,231.77,361.19,2607.46,2317.66,289.81
966,2022-12-04,1,51,3,1,9,460.99,311.53,689.38,3459.57,2803.76,655.81
967,2022-12-01,49,84,1,3,1,268.12,199.83,19.28,248.84,199.83,49.01
968,2024-08-14,29,72,3,1,5,393.53,307.32,163.98,1803.67,1536.58,267.09
969,2024-11-19,20,33,5,1,2,478.36,302.65,9.15,947.56,605.31,342.25
970,2024-12-21,48,69,3,3,2,156.0,117.98,53.0,259.0,235.95,23.05
971,2022-11-13,43,95,3,2,4,182.12,108.74,27.85,700.62,434.95,265.67
972,2023-11-20,35,53,4,1,4,170.81,90.39,67.11,616.14,361.57,254.57
973,2022-05-20,45,63,2,3,10,479.25,343.24,327.82,4464.72,3432.41,1032.32
974,2024-10-31,42,42,5,2,5,470.88,290.39,249.3,2105.12,1451.97,653.15
975,2024-05-23,19,49,3,2,10,409.88,302.77,717.69,3381.07,3027.74,353.33
976,2024-10-06,47,69,3,2,2,348.85,239.11,52.21,645.49,478.22,167.28
977,2024-06-06,44,37,5,3,9,107.4,77.01,52.42,914.21,693.13,221.08
978,2024-09-22,27,82,3,1,7,450.64,235.97,375.3,2779.17,1651.82,1127.36
979,2022-04-29,22,38,5,1,7,372.55,196.05,26.28,2581.58,1372.35,1209.23
980,2024-07-05,42,79,3,3,10,166.28,99.65,88.37,1574.45,996.53,577.92
981,2023-05-26,29,20,5,2,9,329.76,200.68,358.7,2609.1,1806.1,803.0
982,2022-03-14,27,26,5,2,4,227.46,127.92,146.18,763.67,511.66,252.01
983,2023-12-06,1,21,1,1,9,228.47,166.95,20.38,2035.9,1502.58,533.31
984,2022-01-11,21,1,1,2,5,407.67,317.42,10.81,2027.53,1587.1,440.43
985,2022-05-10,33,39,5,3,7,491.75,281.77,673.06,2769.18,1972.39,796.79
986,2022-02-23,20,17,4,2,6,433.84,226.63,1.12,2601.91,1359.76,1242.15
987,2024-04-04,16,71,1,1,8,410.87,277.01,339.76,2947.24,2216.05,731.19
988,2023-11-16,44,43,2,2,1,472.72,277.98,76.6,396.11,277.98,118.13
989,2024-08-11,47,33,4,1,2,89.83,52.43,3.1,176.57,104.86,71.71
990,2023-04-07,29,61,5,3,5,238.84,160.09,204.74,989.47,800.46,189.0
991,2024-09-24,41,32,5,3,3,341.36,235.26,121.48,902.59,705.77,196.82
992,2022-04-19,19,39,4,2,8,207.53,141.1,33.59,1626.68,1128.8,497.88
993,2024-11-25,9,63,3,1,6,231.94,140.16,26.98,1364.68,840.97,523.71
994,2024-11-25,31,94,3,1,6,216.67,168.15,246.9,1053.14,1008.93,44.21
995,2024-09-28,27,59,5,3,7,206.59,112.77,13.28,1432.87,789.41,643.46
996,2023-06-28,29,12,1,3,4,306.61,178.5,193.51,1032.92,714.02,318.9
997,2022-01-12,36,100,1,1,2,319.46,217.83,31.28,607.64,435.67,171.97
998,2022-12-02,41,71,3,2,5,370.02,193.65,16.24,1833.85,968.27,865.57
999,2024-01-10,8,16,1,3,3,406.51,280.18,35.6,1183.92,840.53,343.4
1000,2023-02-01,27,92,5,3,4,64.22,40.95,33.68,223.19,163.81,59.39
1001,2022-09-23,48,92,5,2,5,242.4,165.62,165.26,1046.73,828.1,218.63
1002,2023-01-04,4,59,5,3,1,270.62,159.27,11.43,259.19,159.27,99.92
1003,2023-04-23,6,8,1,2,8,200.88,102.12,250.14,1356.89,816.97,539.92
1004,2023-05-22,49,51,5,2,4,257.11,191.87,144.69,883.73,767.48,116.25
1005,2023-07-11,1,55,5,3,1,242.08,188.76,23.51,218.57,188.76,29.81
1006,2023-12-10,37,24,1,2,8,109.14,85.62,130.09,742.99,684.94,58.05
1007,2023-05-18,46,22,1,1,1,465.15,350.47,10.24,454.92,350.47,104.44
1008,2022-08-08,16,40,2,1,8,368.09,192.24,320.17,2624.57,1537.9,1086.67
1009,2023-10-25,8,4,2,2,2,324.06,249.36,9.18,638.95,498.71,140.24
1010,2024-03-28,37,27,3,3,4,374.46,196.37,68.65,1429.17,785.47,643.7
1011,2024-12-03,26,24,5,2,1,257.93,195.29,15.99,241.95,195.29,46.65
1012,2022-10-22,18,14,5,1,8,439.76,302.04,61.56,3456.53,2416.32,1040.21
1013,2023-08-24,11,22,3,2,7,411.46,254.09,307.29,2572.94,1778.62,794.31
1014,2024-08-23,49,98,3,2,6,106.02,60.01,0.01,636.11,360.03,276.08
1015,2024-11-22,20,49,3,3,10,285.72,207.92,382.52,2474.69,2079.19,395.5
1016,2024-10-31,27,12,4,1,7,52.86,31.4,73.85,296.14,219.82,76.32
1017,2022-04-19,31,79,3,2,6,110.85,84.33,20.76,644.32,505.97,138.36
1018,2022-04-17,34,74,2,3,6,388.84,217.78,39.88,2293.16,1306.7,986.46
1019,2022-05-02,9,84,4,1,5,411.03,306.22,198.14,1857.01,1531.11,325.9
1020,2023-10-29,44,32,4,3,8,421.41,312.05,545.68,2825.6,2496.41,329.19
1021,2022-02-09,17,13,2,2,2,194.92,116.25,18.51,371.33,232.5,138.82
1022,2023-12-22,18,52,2,2,9,460.35,239.78,434.34,3708.8,2158.06,1550.74
1023,2024-06-23,10,7,3,3,3,237.55,137.13,56.38,656.27,411.39,244.88
1024,2024-06-06,12,96,1,2,3,184.37,102.16,100.46,452.65,306.48,146.17
1025,2024-09-05,15,92,5,3,4,272.79,212.72,163.07,928.09,850.87,77.22
1026,2024-04-28,15,57,3,2,10,495.39,328.93,424.29,4529.64,3289.29,1240.36
1027,2022-09-14,6,16,1,1,10,27.46,17.64,31.72,242.91,176.41,66.49
1028,2024-10-29,37,92,2,1,3,135.36,88.92,70.32,335.76,266.77,68.99
1029,2023-10-23,24,71,1,1,1,395.71,315.99,59.64,336.07,315.99,20.08
1030,2023-02-11,46,20,5,1,4,174.68,128.13,66.79,631.95,512.51,119.43
1031,2023-10-30,29,71,1,3,1,491.36,280.99,13.23,478.13,280.99,197.14
1032,2022-08-18,6,68,3,3,2,361.62,193.23,63.39,659.84,386.46,273.38
1033,2024-09-29,7,14,3,2,8,89.47,45.95,63.95,651.8,367.64,284.16
1034,2024-01-23,43,66,2,2,9,296.12,192.07,248.93,2416.11,1728.6,687.51
1035,2022-08-30,12,46,5,3,9,473.93,271.74,348.03,3917.36,2445.66,1471.71
1036,2023-05-07,6,41,5,3,3,345.24,232.73,41.19,994.53,698.19,296.34
1037,2022-10-19,28,2,4,3,8,324.73,223.28,207.26,2390.57,1786.23,604.34
1038,2023-10-04,47,30,1,1,3,426.38,228.09,102.16,1176.99,684.28,492.72
1039,2022-03-12,21,28,4,1,3,165.18,110.75,84.02,411.51,332.25,79.26
1040,2024-06-22,25,73,1,3,9,222.22,144.57,106.85,1893.14,1301.17,591.97
1041,2024-08-07,29,13,3,1,9,490.66,263.63,822.57,3593.35,2372.71,1220.63
1042,2023-05-28,44,35,4,1,9,79.14,45.37,32.63,679.6,408.31,271.29
1043,2024-05-30,3,14,4,2,2,471.3,330.33,107.35,835.25,660.66,174.59
1044,2022-03-05,31,71,5,2,10,203.75,104.33,229.63,1807.88,1043.34,764.54
1045,2024-08-16,21,34,4,2,3,21.37,11.1,6.24,57.88,33.3,24.58
1046,2023-02-26,28,22,3,1,5,69.39,35.27,54.68,292.28,176.36,115.92
1047,2022-06-25,8,24,5,2,10,257.85,178.49,217.26,2361.19,1784.87,576.32
1048,2024-07-08,19,100,1,3,1,28.88,17.87,2.09,26.79,17.87,8.93
1049,2022-01-13,16,93,4,3,7,451.39,300.4,423.24,2736.46,2102.78,633.68
1050,2023-04-16,30,3,4,1,4,51.25,26.22,25.04,179.94,104.87,75.07
1051,2024-02-09,20,86,4,2,9,467.31,306.24,442.73,3763.06,2756.13,1006.93
1052,2023-12-03,19,19,3,3,8,208.09,110.59,20.67,1644.04,884.69,759.35
1053,2023-08-16,3,64,5,3,8,138.22,100.33,161.62,944.16,802.66,141.5
1054,2022-04-03,7,100,3,1,6,298.53,225.01,75.84,1715.37,1350.04,365.33
1055,2022-02-23,45,34,2,3,6,24.73,13.38,19.85,128.52,80.3,48.22
1056,2023-09-23,38,9,3,1,6,360.26,189.63,30.53,2131.02,1137.77,993.25
1057,2023-11-23,6,100,4,2,7,447.18,306.38,375.35,2754.94,2144.66,610.28
1058,2022-04-14,36,32,1,3,4,35.1,21.85,23.34,117.06,87.39,29.67
1059,2023-10-25,28,68,5,2,10,106.13,71.2,147.2,914.09,711.98,202.11
1060,2023-07-20,7,6,4,3,3,436.17,315.88,175.83,1132.68,947.64,185.03
1061,2024-12-30,5,60,2,2,2,110.35,77.36,25.19,195.51,154.72,40.79
1062,2022-05-09,33,1,3,2,9,37.69,27.06,0.93,338.32,243.51,94.81
1063,2023-07-01,11,49,3,3,9,141.15,97.86,13.26,1257.14,880.76,376.38
1064,2024-02-01,10,27,3,2,1,183.86,126.7,11.33,172.53,126.7,45.83
1065,2022-06-13,11,31,2,3,8,279.42,214.76,89.97,2145.43,1718.05,427.37
1066,2024-07-26,5,14,5,3,3,320.67,241.59,46.34,915.68,724.76,190.93
1067,2024-08-20,4,7,3,2,9,458.45,361.55,129.98,3996.04,3253.92,742.12
1068,2022-03-04,27,73,2,3,3,170.14,106.23,93.78,416.63,318.68,97.95
1069,2023-06-27,40,27,1,2,5,178.36,130.11,45.69,846.11,650.53,195.58
1070,2022-08-05,29,41,2,3,2,361.6,204.85,63.4,659.8,409.71,250.09
1071,2022-02-05,38,9,1,1,5,23.25,18.53,22.72,93.55,92.65,0.9
1072,2024-09-30,23,13,2,2,1,210.4,132.14,8.72,201.68,132.14,69.54
1073,2022-02-13,1,88,1,2,7,462.26,326.1,437.66,2798.16,2282.69,515.47
1074,2024-08-13,34,33,5,3,8,487.09,342.34,21.68,3875.0,2738.75,1136.25
1075,2023-02-11,9,80,2,3,6,363.29,256.75,358.8,1820.95,1540.5,280.46
1076,2022-11-03,12,71,3,3,3,176.87,109.77,1.63,528.97,329.3,199.67
1077,2022-12-30,30,70,5,2,4,283.45,151.21,91.8,1042.01,604.84,437.17
1078,2023-01-04,39,98,5,2,4,452.68,250.19,173.67,1637.05,1000.74,636.31
1079,2022-05-11,41,73,3,1,6,482.71,291.72,288.19,2608.06,1750.32,857.74
1080,2024-07-03,43,44,2,3,8,436.83,296.62,72.6,3422.04,2372.96,1049.08
1081,2023-03-10,3,73,3,1,6,300.25,198.53,359.15,1442.33,1191.2,251.13
1082,2022-06-21,45,75,5,1,10,389.47,226.02,680.04,3214.64,2260.19,954.44
1083,2022-06-27,37,54,5,2,6,90.52,62.89,0.41,542.72,377.36,165.36
1084,2022-10-27,36,11,1,3,1,89.8,49.34,10.51,79.29,49.34,29.94
1085,2024-02-22,14,67,1,3,6,431.51,222.33,350.36,2238.72,1333.96,904.77
1086,2023-06-01,7,86,1,3,7,23.24,16.68,17.5,145.18,116.73,28.45
1087,2023-12-06,9,88,2,1,7,200.66,139.17,56.09,1348.54,974.16,374.38
1088,2023-09-24,7,43,5,3,5,181.15,121.93,179.81,725.94,609.63,116.31
1089,2022-10-19,25,56,3,3,5,125.23,86.41,95.51,530.64,432.03,98.61
1090,2022-02-26,42,41,3,2,4,396.85,247.77,261.98,1325.43,991.1,334.33
1091,2023-07-31,35,99,1,3,9,66.09,44.56,63.93,530.86,401.07,129.79
1092,2023-02-13,29,22,3,3,2,325.6,220.07,60.71,590.49,440.15,150.34
1093,2022-03-20,22,4,4,2,3,376.69,238.69,0.75,1129.34,716.06,413.28
1094,2022-03-24,6,18,1,2,6,422.6,312.99,120.13,2415.45,1877.95,537.5
1095,2023-12-24,32,17,3,2,10,220.79,144.7,53.92,2154.02,1446.98,707.04
1096,2024-10-16,6,8,3,3,8,427.46,289.17,445.21,2974.5,2313.39,661.11
1097,2023-02-08,4,28,5,2,3,479.37,289.24,189.29,1248.82,867.73,381.09
1098,2024-01-31,4,29,5,3,6,287.63,145.37,31.51,1694.25,872.23,822.02
1099,2024-05-01,27,98,2,3,3,323.43,194.28,152.51,817.79,582.84,234.95
1100,2023-06-14,31,71,2,2,4,269.35,157.14,68.48,1008.92,628.55,380.37
1101,2024-05-17,50,5,3,2,6,461.0,266.13,201.56,2564.44,1596.75,967.69
1102,2024-01-31,12,94,5,3,3,126.06,83.56,73.89,304.29,250.69,53.6
1103,2022-10-11,6,99,1,2,2,468.25,288.86,19.95,916.55,577.72,338.83
1104,2024-01-04,38,34,3,2,3,36.75,19.74,0.41,109.84,59.23,50.61
1105,2022-01-26,5,67,2,3,6,311.35,195.02,302.8,1565.29,1170.12,395.17
1106,2023-05-12,27,67,4,3,10,336.42,225.58,363.65,3000.55,2255.84,744.71
1107,2024-12-17,41,60,3,2,7,326.64,232.68,20.9,2265.57,1628.74,636.83
1108,2023-12-14,7,33,4,1,5,150.43,110.05,77.24,674.92,550.26,124.67
1109,2022-02-05,7,21,4,3,2,163.84,128.23,47.63,280.06,256.46,23.6
1110,2024-04-17,49,6,5,3,6,453.17,323.93,357.12,2361.88,1943.59,418.28
1111,2022-10-26,18,53,1,2,4,125.01,99.71,60.56,439.48,398.83,40.65
1112,2022-11-15,7,45,3,3,2,132.18,87.72,43.36,221.01,175.44,45.57
1113,2024-03-23,20,53,4,2,9,35.75,26.37,58.78,262.95,237.34,25.61
1114,2022-04-25,50,85,4,1,5,180.34,127.31,99.97,801.71,636.57,165.14
1115,2024-02-02,13,82,2,1,2,379.45,245.66,45.56,713.34,491.31,222.02
1116,2023-10-01,47,25,1,2,6,256.58,201.23,288.98,1250.47,1207.39,43.09
1117,2024-11-22,40,90,4,2,6,395.08,252.46,58.0,2312.51,1514.74,797.78
1118,2023-01-28,24,11,3,1,5,290.14,162.86,59.3,1391.38,814.31,577.07
1119,2023-05-25,31,8,4,2,10,186.92,101.68,297.39,1571.79,1016.84,554.96
1120,2024-10-05,20,34,3,2,7,61.97,31.4,23.46,410.35,219.8,190.54
1121,2023-09-23,18,60,3,2,1,188.37,114.68,13.54,174.82,114.68,60.15
1122,2024-10-13,44,51,4,1,6,306.84,170.43,28.7,1812.36,1022.56,789.8
1123,2022-02-20,39,82,4,2,4,178.34,125.98,71.53,641.82,503.9,137.92
1124,2022-11-07,2,98,1,2,9,259.77,185.46,212.8,2125.1,1669.17,455.92
1125,2023-01-22,6,32,4,1,8,353.96,262.87,173.37,2658.34,2102.99,555.35
1126,2023-04-14,12,60,1,3,4,499.85,328.98,158.42,1840.99,1315.94,525.06
1127,2024-03-25,22,58,4,1,9,98.13,68.4,139.67,743.47,615.6,127.86
1128,2022-06-15,33,38,1,1,7,332.21,221.12,97.3,2228.2,1547.86,680.34
1129,2023-07-19,14,10,4,2,2,249.89,195.78,20.62,479.16,391.55,87.61
1130,2023-10-22,18,5,3,1,4,167.84,133.21,111.24,560.12,532.84,27.28
1131,2024-12-21,30,97,1,3,9,448.69,232.35,480.47,3557.76,2091.19,1466.57
1132,2023-05-01,33,91,1,3,10,244.73,126.85,8.64,2438.64,1268.54,1170.1
1133,2024-05-25,24,79,4,1,10,391.82,310.14,24.77,3893.4,3101.38,792.02
1134,2023-03-15,10,83,4,3,6,392.73,253.93,183.21,2173.17,1523.58,649.58
1135,2024-10-20,27,16,3,1,3,453.15,343.12,51.76,1307.7,1029.36,278.35
1136,2023-07-18,28,84,4,3,2,298.56,226.39,43.78,553.35,452.78,100.57
1137,2023-11-06,25,36,4,3,5,483.55,359.4,284.15,2133.61,1797.0,336.6
1138,2022-10-31,40,55,1,3,9,252.23,128.84,187.49,2082.56,1159.6,922.96
1139,2024-03-29,1,10,5,1,6,305.95,214.52,271.53,1564.19,1287.09,277.1
1140,2022-06-08,21,51,3,1,2,376.01,255.76,53.79,698.24,511.51,186.73
1141,2022-10-24,28,16,4,1,3,223.46,136.86,15.6,654.78,410.59,244.19
1142,2022-01-05,7,65,1,3,4,493.41,302.6,217.27,1756.35,1210.4,545.95
1143,2024-11-02,33,16,2,2,8,310.12,239.19,410.36,2070.58,1913.51,157.07
1144,2023-11-15,45,25,2,1,10,386.17,278.0,421.23,3440.47,2779.96,660.51
1145,2022-12-19,29,51,5,1,8,118.97,69.96,38.74,913.01,559.67,353.35
1146,2024-05-12,36,55,4,1,1,351.04,209.1,63.7,287.34,209.1,78.23
1147,2024-11-24,6,76,3,1,8,279.93,141.15,167.99,2071.48,1129.23,942.25
1148,2022-11-10,42,65,1,1,5,156.57,113.31,149.64,633.22,566.56,66.66
1149,2024-09-02,41,54,2,1,10,356.02,247.43,184.8,3375.38,2474.27,901.11
1150,2022-01-06,9,69,5,1,2,340.74,201.28,103.57,577.9,402.57,175.33
1151,2024-08-11,13,98,5,1,8,281.98,141.19,57.03,2198.85,1129.54,1069.31
1152,2023-02-16,6,88,5,1,7,308.01,244.55,398.29,1757.78,1711.84,45.94
1153,2024-12-05,26,4,4,2,2,230.26,145.82,71.46,389.06,291.64,97.42
1154,2024-10-21,2,95,5,3,2,318.65,222.03,99.64,537.66,444.05,93.61
1155,2023-09-05,33,14,2,1,6,360.76,191.95,21.54,2143.01,1151.72,991.29
1156,2024-08-03,48,27,2,2,4,313.15,209.62,3.7,1248.92,838.47,410.45
1157,2022-10-31,7,26,5,1,5,341.36,249.22,171.15,1535.65,1246.08,289.57
1158,2023-07-11,24,79,3,3,2,56.23,41.71,21.96,90.51,83.42,7.09
1159,2023-03-02,37,41,4,3,9,329.01,234.69,385.34,2575.77,2112.19,463.58
1160,2023-05-13,23,47,2,2,4,347.36,189.14,30.08,1359.38,756.58,602.81
1161,2023-01-30,28,21,4,3,2,21.8,14.25,0.34,43.26,28.5,14.76
1162,2022-05-08,32,10,2,1,7,38.75,20.67,1.69,269.58,144.72,124.86
1163,2022-01-22,26,55,4,2,4,47.58,28.73,35.78,154.54,114.91,39.63
1164,2022-01-26,42,47,3,3,7,438.76,227.95,496.25,2575.11,1595.67,979.44
1165,2024-08-13,28,62,3,3,8,118.11,68.57,181.58,763.32,548.52,214.8
1166,2022-03-06,16,47,4,3,10,85.49,62.54,168.67,686.27,625.35,60.92
1167,2024-05-20,19,53,1,3,4,477.52,362.03,360.3,1549.78,1448.11,101.67
1168,2022-05-18,4,8,4,2,5,234.54,149.36,204.63,968.09,746.78,221.31
1169,2023-06-11,10,61,4,1,10,449.41,291.13,294.25,4199.88,2911.28,1288.6
1170,2022-01-31,24,40,5,1,3,221.74,172.98,44.09,621.14,518.93,102.21
1171,2022-07-06,25,71,3,1,2,350.66,230.53,33.49,667.82,461.06,206.76
1172,2024-02-04,1,93,5,3,1,361.46,275.87,31.21,330.26,275.87,54.38
1173,2023-04-03,12,39,2,1,9,151.2,80.07,113.59,1247.23,720.62,526.61
1174,2022-07-06,40,43,5,2,4,204.3,133.23,159.53,657.66,532.91,124.74
1175,2022-07-10,45,96,1,2,10,417.53,246.1,586.79,3588.46,2460.98,1127.48
1176,2023-11-07,26,69,2,3,7,62.45,38.3,78.56,358.58,268.08,90.51
1177,2023-05-20,36,7,1,2,10,486.55,269.11,53.61,4811.86,2691.05,2120.8
1178,2024-05-28,35,25,1,1,5,308.16,173.41,63.57,1477.22,867.03,610.19
1179,2024-12-25,39,61,1,3,9,298.3,226.05,439.37,2245.37,2034.49,210.87
1180,2024-09-03,47,16,2,1,3,426.36,264.24,0.53,1278.57,792.71,485.86
1181,2024-01-19,34,19,2,2,7,315.99,170.69,347.72,1864.18,1194.85,669.33
1182,2024-09-09,34,71,2,1,2,231.4,180.52,81.64,381.15,361.03,20.12
